"Sample Date","variable","value","calculated","popUp"
2022-12-31,"Somerset Blvd and Colorado Ave (OMNI)",0.108,10.8,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2022-12-31<b>   Observación:</b> 0.108 ng/m3</br></br><b>Esta lectura es 10.8 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-01-09,"Somerset Blvd and Colorado Ave (OMNI)",0.08,8,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-01-09<b>   Observación:</b> 0.08 ng/m3</br></br><b>Esta lectura es 8 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-01-12,"Somerset Blvd and Colorado Ave (OMNI)",0.123,12.3,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-01-12<b>   Observación:</b> 0.123 ng/m3</br></br><b>Esta lectura es 12.3 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-01-15,"Somerset Blvd and Colorado Ave (OMNI)",0.777,77.7,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-01-15<b>   Observación:</b> 0.777 ng/m3</br></br><b>Esta lectura es 77.7 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-01-18,"Somerset Blvd and Colorado Ave (OMNI)",0.179,17.9,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-01-18<b>   Observación:</b> 0.179 ng/m3</br></br><b>Esta lectura es 17.9 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-01-21,"Somerset Blvd and Colorado Ave (OMNI)",0.057,5.7,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-01-21<b>   Observación:</b> 0.057 ng/m3</br></br><b>Esta lectura es 5.7 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-01-24,"Somerset Blvd and Colorado Ave (OMNI)",0.427,42.7,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-01-24<b>   Observación:</b> 0.427 ng/m3</br></br><b>Esta lectura es 42.7 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-01-27,"Somerset Blvd and Colorado Ave (OMNI)",0.201,20.1,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-01-27<b>   Observación:</b> 0.201 ng/m3</br></br><b>Esta lectura es 20.1 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-01-30,"Somerset Blvd and Colorado Ave (OMNI)",0.307,30.7,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-01-30<b>   Observación:</b> 0.307 ng/m3</br></br><b>Esta lectura es 30.7 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-02-02,"Somerset Blvd and Colorado Ave (OMNI)",0.745,74.5,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-02-02<b>   Observación:</b> 0.745 ng/m3</br></br><b>Esta lectura es 74.5 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-02-05,"Somerset Blvd and Colorado Ave (OMNI)",0.122,12.2,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-02-05<b>   Observación:</b> 0.122 ng/m3</br></br><b>Esta lectura es 12.2 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-02-08,"Somerset Blvd and Colorado Ave (OMNI)",0.516,51.6,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-02-08<b>   Observación:</b> 0.516 ng/m3</br></br><b>Esta lectura es 51.6 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-02-11,"Somerset Blvd and Colorado Ave (OMNI)",0.272,27.2,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-02-11<b>   Observación:</b> 0.272 ng/m3</br></br><b>Esta lectura es 27.2 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-02-14,"Somerset Blvd and Colorado Ave (OMNI)",0.195,19.5,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-02-14<b>   Observación:</b> 0.195 ng/m3</br></br><b>Esta lectura es 19.5 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-02-17,"Somerset Blvd and Colorado Ave (OMNI)",0.413,41.3,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-02-17<b>   Observación:</b> 0.413 ng/m3</br></br><b>Esta lectura es 41.3 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-02-23,"Somerset Blvd and Colorado Ave (OMNI)",0.161,16.1,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-02-23<b>   Observación:</b> 0.161 ng/m3</br></br><b>Esta lectura es 16.1 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-03-01,"Somerset Blvd and Colorado Ave (OMNI)",0.742,74.2,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-03-01<b>   Observación:</b> 0.742 ng/m3</br></br><b>Esta lectura es 74.2 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-03-04,"Somerset Blvd and Colorado Ave (OMNI)",0.134,13.4,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-03-04<b>   Observación:</b> 0.134 ng/m3</br></br><b>Esta lectura es 13.4 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-03-07,"Somerset Blvd and Colorado Ave (OMNI)",0.774,77.4,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-03-07<b>   Observación:</b> 0.774 ng/m3</br></br><b>Esta lectura es 77.4 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-03-10,"Somerset Blvd and Colorado Ave (OMNI)",0.06,6,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-03-10<b>   Observación:</b> 0.06 ng/m3</br></br><b>Esta lectura es 6 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-03-13,"Somerset Blvd and Colorado Ave (OMNI)",0.826,82.6,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-03-13<b>   Observación:</b> 0.826 ng/m3</br></br><b>Esta lectura es 82.6 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-03-16,"Somerset Blvd and Colorado Ave (OMNI)",0.33,33,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-03-16<b>   Observación:</b> 0.33 ng/m3</br></br><b>Esta lectura es 33 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
2023-03-19,"Somerset Blvd and Colorado Ave (OMNI)",0.76,76,"<b>Monitor de Aire:</b> Somerset Blvd and Colorado Ave (OMNI)</br></br><b>Fecha:</b> 2023-03-19<b>   Observación:</b> 0.76 ng/m3</br></br><b>Esta lectura es 76 veces mayor que </br>el umbral de riesgo de la EPA.</b>"
